embedding,labels
[0.6784314 0.10588235 0.49411765 Ellipsis 0.47843137 0.3137255 1.0],[60]
[0.18039216 0.6313726 0.3019608 Ellipsis 1.0 1.0 0.90588236],[111 117 118]
[0.5921569 0.4117647 0.39215687 Ellipsis 0.5686275 0.0 1.0],[206]
[0.6901961 0.67058825 0.6431373 Ellipsis 0.4745098 0.2784314 0.0],[126 128 129]
[0.22745098 0.5294118 0.5764706 Ellipsis 0.0 0.7411765 0.30588236],[  0 452 508]
[0.6392157 0.36862746 0.56078434 Ellipsis 0.0 0.0 0.12941177],[195 208]
[0.25490198 0.9529412 0.0 Ellipsis 0.53333336 0.19607843 0.5254902],[515]
[0.07843138 0.29411766 0.44313726 Ellipsis 0.6509804 0.34117648 1.0],[  0 311]
[0.17254902 0.38039216 0.6039216 Ellipsis 0.52156866 0.50980395 0.73333335],[456]
[0.32156864 0.5529412 0.31764707 Ellipsis 0.3254902 0.68235296 0.26666668],[ 98 106 107]
[0.0 0.65882355 0.72156864 Ellipsis 0.2901961 0.11764706 0.25882354],[421 476]
[0.8392157 1.0 0.2627451 Ellipsis 1.0 0.0 1.0],[137 256 266]
[0.3137255 0.4862745 0.54509807 Ellipsis 0.7372549 0.99215686 0.0],[283 285 301 302]
[0.70980394 0.6862745 0.6392157 Ellipsis 0.5764706 0.7921569 0.6039216],[137 147]
[0.10980392 0.32941177 0.5764706 Ellipsis 0.20784314 0.9411765 0.654902],[310]
[0.7411765 0.8509804 0.827451 Ellipsis 0.6509804 0.88235295 1.0],[137 174]
[0.78431374 0.5764706 0.42745098 Ellipsis 0.4862745 1.0 1.0],[137 138 183]
[0.69411767 0.5058824 0.7019608 Ellipsis 0.19215687 0.12156863 0.03529412],[155 157]
[0.3882353 0.79607844 0.6431373 Ellipsis 1.0 0.0 0.0],[283 285 294 301 305]
[0.14901961 0.34117648 0.54901963 Ellipsis 0.0 0.0 1.0],[347]
[0.34117648 0.5372549 0.91764706 Ellipsis 0.05098039 1.0 0.5764706],[288 374]
[0.6156863 0.14901961 0.41960785 Ellipsis 0.654902 0.5568628 0.6784314],[94]
[0.0 0.9411765 0.0 Ellipsis 0.11764706 0.0 0.0],[  0 350]
[0.6627451 0.2784314 0.40784314 Ellipsis 0.4862745 0.16862746 0.73333335],[501 503]
[0.2627451 0.5568628 1.0 Ellipsis 0.13333334 0.7019608 0.5058824],[  0  16  19 507]
[0.18039216 0.90588236 0.20392157 Ellipsis 0.24705882 0.01176471 0.7882353],[201]
[0.8235294 0.54509807 0.5647059 Ellipsis 0.10588235 0.5254902 0.0],[137 252]
[0.69411767 0.7411765 0.5529412 Ellipsis 0.19215687 0.7764706 0.07058824],[137 138 139 140 147 229]
[0.2901961 0.53333336 0.4117647 Ellipsis 0.00784314 0.26666668 1.0],[429]
[0.6745098 0.22745098 0.5686275 Ellipsis 0.4 0.5411765 0.4392157],[137 246]
[0.85490197 1.0 0.92156863 Ellipsis 0.7529412 0.26666668 0.0],[  9  27 137]
[0.49411765 0.7137255 0.5647059 Ellipsis 0.0 0.0 1.0],[195 212]
[0.47058824 0.10196079 0.5176471 Ellipsis 1.0 0.72156864 0.24705882],[  0 389 393 394]
[0.25882354 0.3372549 0.57254905 Ellipsis 0.29411766 0.94509804 0.7490196],[392 500 506]
[0.24705882 0.2627451 0.6156863 Ellipsis 1.0 0.40784314 0.45490196],[309]
[0.7372549 0.4745098 0.6039216 Ellipsis 0.25882354 0.32941177 0.29803923],[150 192]
[0.10196079 0.41960785 0.53333336 Ellipsis 0.03137255 0.88235295 0.8156863],[  0 513]
[0.13725491 0.62352943 0.3137255 Ellipsis 0.76862746 1.0 0.0],[481]
[0.7058824 0.20784314 0.5372549 Ellipsis 0.49019608 0.16078432 0.9254902],[137 230]
[0.36078432 0.1764706 0.78431374 Ellipsis 0.25490198 0.6431373 0.8784314],[  0 470]
[0.1882353 1.0 0.05882353 Ellipsis 0.45490196 0.84313726 0.83137256],[300 338 509]
[0.3019608 0.6313726 0.2627451 Ellipsis 0.0 0.72156864 0.3529412],[  0 525]
[0.2627451 0.49411765 0.34901962 Ellipsis 0.76862746 1.0 0.14117648],[289 487]
[0.3882353 0.23921569 0.7254902 Ellipsis 0.0 0.60784316 0.5921569],[72 73 74 75]
"[0.4        0.3647059  0.35686275 0.68235296 0.         0.18039216
 0.6392157  0.03529412 1.         0.3372549  0.         0.6745098
 0.4117647  0.93333334 0.         0.14901961 0.2627451  0.22745098
 0.6392157  0.5176471  0.4627451  0.4117647  1.         0.63529414
 0.         0.7058824  0.1764706  0.         1.         0.
 0.         0.3764706  0.6156863  1.         0.34901962 1.
 0.         0.3019608  0.01176471 0.24705882 0.6745098  0.
 0.6431373  1.         0.5058824  0.57254905 0.         0.5372549
 0.83137256 0.01176471 0.50980395 0.         0.         0.2
 0.         1.         0.5529412  0.7921569  0.7411765  0.7882353
 0.40784314 0.23137255 0.7058824  0.38039216 1.         0.1764706
 0.         0.08235294 0.         0.6392157  0.627451   1.
 1.         0.50980395 0.         0.39607844 0.7647059  0.23137255
 0.70980394 0.09019608 0.2901961  1.         0.62352943 0.25882354
 0.23137255 0.89411765 0.49803922 0.9137255  0.48235294 0.65882355
 0.5647059  0.43137255 0.23921569 0.24313726 0.7294118  0.8156863
 0.30588236 0.         0.4627451  0.         0.         0.9372549
 0.42352942 0.9882353  0.42352942 0.5176471  0.69411767 0.8627451
 0.6392157  1.         0.         0.5372549  0.18431373 0.8666667
 0.8039216  0.6117647  0.7137255  0.20392157 0.         0.18431373
 0.6627451  0.6784314  0.13333334 0.47843137 0.75686276 0.07843138
 0.53333336 0.         0.40784314 0.6901961  0.4117647  0.74509805
 0.         0.5019608  1.         0.         1.         0.01960784
 0.         0.34509805 0.06666667 0.9372549  0.06666667 0.19215687
 0.21960784 0.14509805 0.5764706  0.6156863  0.7058824  0.8392157
 1.         0.7882353  0.02745098 0.34509805 0.34117648 0.
 1.         0.         0.         0.07058824 1.         0.8901961
 0.69803923 1.         0.         0.8745098  0.         0.9098039
 1.         0.         0.43529412 0.94509804 0.01568628 1.
 0.         1.         1.         0.         0.8352941  0.
 0.         0.3137255  0.         0.96862745 1.         0.56078434
 0.93333334 0.5176471  0.6156863  0.11764706 1.         0.15686275
 1.         0.10588235 0.         0.34509805 0.42745098 0.
 0.8156863  0.8901961  1.         0.44313726 0.6745098  0.6039216
 1.         0.07843138 1.         0.         0.         1.
 0.32941177 0.         0.36078432 0.69411767 0.6862745  0.3019608
 0.4117647  1.         0.25882354 1.         0.4392157  0.42745098
 0.57254905 0.22352941 1.         0.         0.15294118 0.
 1.         0.90588236 1.         0.85882354 0.8901961  0.
 1.         0.39607844 0.         0.43529412 1.         1.
 0.18431373 0.8666667  0.30980393 0.5019608  1.         0.
 0.         0.36078432 0.627451   0.         0.         1.
 1.         0.42352942 0.46666667 0.         0.3137255  0.38039216
 0.8156863  0.6392157  0.         0.30980393 1.         0.01176471
 0.78431374 0.3137255  0.         0.28235295 0.1882353  0.3529412
 0.10588235 0.         0.41568628 0.16862746 0.6509804  0.9372549
 1.         0.6117647  1.         0.7019608  0.         0.5686275
 0.         0.09411765 0.5411765  0.         0.1764706  0.25882354
 0.41960785 0.91764706 0.7764706  0.8        0.         0.
 0.8392157  0.5294118  0.8117647  0.18431373 0.35686275 0.
 0.2901961  0.23529412 0.23137255 1.         0.72156864 0.12941177
 0.89411765 0.22352941 0.         1.         0.         0.5921569
 0.23921569 0.88235295 1.         0.28627452 0.02745098 0.70980394
 0.72156864 0.40392157 0.60784316 0.         0.65882355 0.5647059
 0.48235294 0.74509805 0.4        0.         0.70980394 0.5803922
 0.52156866 0.16078432 0.2901961  0.6117647  0.7764706  0.50980395
 0.15294118 0.17254902 0.         0.01960784 0.95686275 1.
 0.43529412 0.35686275 0.3764706  0.18431373 0.99607843 0.8156863
 0.654902   1.         0.58431375 0.5411765  0.98039216 0.5921569
 0.0627451  0.         0.         0.         0.30588236 1.
 0.24313726 0.9607843  1.         1.         0.8627451  0.8666667
 0.22745098 0.4117647  0.4627451  0.35686275 0.53333336 0.
 0.         0.27450982 0.8627451  0.9411765  0.16078432 1.
 0.03137255 0.         0.4627451  0.3254902  0.93333334 0.30588236
 0.6784314  0.10588235 0.49411765 0.37254903 0.7607843  0.34901962
 0.2627451  0.60784316 0.6039216  0.63529414 0.5568628  0.26666668
 0.44313726 0.5882353  0.4392157  0.09803922 0.39215687 1.
 0.7921569  0.76862746 0.         0.69803923 0.36862746 0.85490197
 0.3137255  0.58431375 0.44705883 0.72156864 0.50980395 0.18039216
 0.7176471  0.4627451  0.4392157  0.27450982 0.65882355 0.53333336
 0.5411765  0.56078434 0.8117647  0.7137255  0.42745098 0.62352943
 0.26666668 0.5176471  0.49411765 0.52156866 0.53333336 0.4
 0.62352943 0.2784314  0.47843137 0.30980393 0.5764706  0.23921569
 0.3137255  0.7254902  0.3019608  0.5764706  0.40392157 0.5411765
 0.40784314 0.54509807 0.5803922  0.40392157 0.57254905 0.4745098
 0.3882353  0.5372549  0.45490196 0.57254905 0.4862745  0.4117647
 0.42745098 0.40784314 0.47058824 0.49411765 0.5176471  0.50980395
 0.3529412  0.49411765 0.5372549  0.56078434 0.42352942 0.5058824
 0.44313726 0.4745098  0.44313726 0.4627451  0.42352942 0.45490196
 0.53333336 0.5647059  0.4392157  0.5803922  0.4745098  0.5529412
 0.5411765  0.5254902  0.42745098 0.5764706  0.5058824  0.45490196
 0.5019608  0.59607846 0.49411765 0.5882353  0.4117647  0.42352942
 0.4392157  0.5058824  0.5372549  0.47843137 0.50980395 0.54901963
 0.45490196 0.4745098  0.4        0.49019608 0.44705883 0.45882353
 0.4745098  0.49411765 0.49411765 0.50980395 0.44705883 0.52156866
 0.50980395 0.73333335]",[10]
[0.27450982 0.18039216 0.6392157 Ellipsis 0.17254902 0.6627451 0.3254902],[ 0 48]
[0.14117648 0.9529412 0.05490196 Ellipsis 0.3764706 1.0 0.34509805],[300 335 339]
[0.7764706 0.41568628 0.627451 Ellipsis 0.20392157 0.78431374 0.2509804],[ 27 231]
[0.0 1.0 0.0 Ellipsis 1.0 0.8 1.0],[350]
[0.5529412 0.19607843 0.5137255 Ellipsis 0.03137255 0.3764706 0.8666667],[47]
[0.61960787 0.28235295 0.5019608 Ellipsis 0.0 0.3372549 0.01176471],[137 200 201]
[0.89411765 0.49019608 0.16470589 Ellipsis 0.3254902 0.5921569 0.627451],[137 276]
[0.72156864 0.38431373 0.21960784 Ellipsis 1.0 0.4862745 1.0],[177]
[0.27450982 0.31764707 0.70980394 Ellipsis 0.0 0.6784314 0.73333335],[  0 433]
[0.7764706 0.3019608 0.47058824 Ellipsis 0.7411765 0.95686275 0.21176471],[137 225 233 234]
[0.0 1.0 0.0 Ellipsis 1.0 1.0 0.22745098],[346]
[0.31764707 0.5176471 0.5411765 Ellipsis 0.75686276 0.7607843 0.5411765],[72 73 74 80]
[0.0 0.6862745 0.41960785 Ellipsis 0.81960785 0.0 0.65882355],[  0 311]
[0.50980395 0.36862746 0.39215687 Ellipsis 0.0 0.84705883 0.7019608],[137 270 281]
[0.8627451 0.8156863 0.7176471 Ellipsis 0.7411765 0.1764706 0.8],[137 264]
[0.23529412 0.5254902 0.5568628 Ellipsis 0.5803922 1.0 0.7411765],[298]
[0.47058824 0.68235296 0.6431373 Ellipsis 1.0 0.627451 0.5803922],[  0  14 401]
[0.23921569 0.3882353 0.627451 Ellipsis 0.0 0.0 0.6862745],[ 0 46]
[0.827451 0.36078432 0.5372549 Ellipsis 0.15294118 0.6392157 0.2627451],[137 269]
[0.0 1.0 0.0 Ellipsis 0.9647059 1.0 0.38431373],[376]
[0.77254903 0.3647059 0.654902 Ellipsis 0.6431373 0.6 0.6156863],[209]
[0.38431373 0.3372549 0.6313726 Ellipsis 0.52156866 0.50980395 0.73333335],[  0 137 453]
[0.8156863 0.41568628 0.47058824 Ellipsis 0.25882354 0.2 0.36078432],[253]
[0.6745098 0.5529412 0.47843137 Ellipsis 1.0 0.49019608 1.0],[185 188]
[0.21960784 0.3647059 0.52156866 Ellipsis 0.95686275 0.84313726 0.0],[86 90 91]
[0.69411767 0.25882354 0.54509807 Ellipsis 0.54509807 0.9254902 0.84313726],[152 153 154]
[0.7882353 0.44313726 0.3254902 Ellipsis 0.3137255 0.6117647 0.9529412],[137 244]
[0.23137255 0.5686275 0.4 Ellipsis 0.38039216 0.0 0.4392157],[321]
[0.81960785 0.3764706 0.03921569 Ellipsis 0.6 0.8039216 0.49411765],[137 272]
[0.6784314 0.10588235 0.49411765 Ellipsis 1.0 1.0 0.21176471],[110]
[0.39215687 0.60784316 0.4627451 Ellipsis 0.07058824 0.15686275 0.6431373],[111 375]
"[0.54901963 0.36862746 0.16862746 Ellipsis 0.25490198 0.46666667
 0.73333335]",[137 433]
[0.2509804 0.11764706 0.60784316 Ellipsis 0.0 0.56078434 0.79607844],[0 5]
[0.7372549 0.6666667 0.5176471 Ellipsis 0.0 0.0 0.3882353],[185 187]
[0.5019608 0.12941177 0.54901963 Ellipsis 0.8 1.0 0.5176471],[  0 494]
[0.50980395 0.27058825 0.34901962 Ellipsis 0.6862745 1.0 0.0],[406]
[0.09803922 0.5568628 0.59607846 Ellipsis 0.78039217 0.36078432 0.00784314],[288 370 372]
[0.75686276 0.24313726 0.3764706 Ellipsis 0.8509804 0.20784314 0.0],[137 144]
[0.20784314 0.2784314 0.68235296 Ellipsis 0.22352941 0.4509804 1.0],[  0 414]
[0.61960787 0.3372549 0.65882355 Ellipsis 0.0 0.0 0.627451],[139 140 145]
[0.654902 1.0 0.99215686 Ellipsis 0.5176471 1.0 0.7019608],[12 66 69]
[0.29803923 0.22352941 0.6156863 Ellipsis 0.0 1.0 0.3529412],[380]
[0.5529412 0.92156863 0.8156863 Ellipsis 0.42745098 0.0 0.6392157],[  0  10  11 137]
"[0.67058825 0.22745098 0.4745098  0.3882353  0.63529414 0.4
 0.5764706  0.4745098  0.87058824 0.6862745  0.23137255 0.31764707
 0.4        0.50980395 0.4509804  0.43529412 0.44313726 0.5568628
 0.3764706  0.5568628  0.3764706  0.4        0.67058825 0.40784314
 0.44705883 0.6745098  0.56078434 0.42745098 0.6745098  0.32941177
 0.29803923 0.46666667 0.6156863  0.5176471  0.70980394 0.49019608
 0.2784314  0.4745098  0.40784314 0.34509805 0.67058825 0.4627451
 0.38431373 0.85490197 0.43137255 0.5137255  0.25882354 0.5568628
 0.5411765  0.6666667  0.41960785 1.         0.3764706  0.44705883
 0.5058824  0.5921569  0.3372549  0.45490196 0.         0.53333336
 0.7490196  0.2784314  0.45490196 0.75686276 0.10980392 0.46666667
 0.08627451 0.21960784 0.59607846 0.7882353  0.42352942 0.81960785
 0.8        0.9647059  0.25490198 0.627451   0.36862746 0.8666667
 0.9647059  0.3647059  0.61960787 0.6392157  0.8392157  0.5058824
 0.28235295 0.5921569  0.3254902  0.47058824 0.49803922 0.5529412
 0.47058824 0.65882355 0.33333334 0.37254903 0.6392157  0.27450982
 0.3882353  0.3764706  0.4117647  0.29803923 0.68235296 0.74509805
 0.3764706  0.09019608 0.47058824 0.3764706  0.2509804  0.42745098
 0.07450981 0.59607846 0.72156864 0.4117647  0.46666667 0.58431375
 0.3372549  0.2627451  0.07450981 0.04705882 0.6117647  0.60784316
 0.60784316 0.5019608  0.43529412 0.60784316 0.39607844 0.47843137
 0.43137255 0.7607843  0.3137255  0.4745098  0.52156866 0.15294118
 0.21960784 0.5254902  0.39607844 0.38431373 1.         1.
 0.         0.25490198 0.41960785 0.42745098 0.34117648 0.38039216
 0.5019608  0.3647059  0.21960784 0.92941177 0.43529412 0.3764706
 1.         0.6784314  0.3137255  0.7058824  0.69803923 0.
 0.2509804  0.07450981 0.2784314  0.84705883 0.5058824  0.
 1.         0.45882353 0.         0.         0.52156866 0.34117648
 0.         0.76862746 0.         0.9372549  0.45882353 0.30588236
 1.         0.7372549  0.7411765  1.         0.11764706 1.
 0.42745098 0.42745098 0.654902   0.6117647  0.15294118 0.6901961
 0.         0.61960787 0.6901961  0.8980392  0.627451   0.654902
 0.         0.         0.         0.7411765  0.         1.
 0.7294118  1.         1.         0.31764707 0.47058824 0.16470589
 0.41960785 0.84313726 0.78039217 0.28627452 0.57254905 0.40784314
 0.7529412  0.7058824  1.         1.         0.33333334 0.04705882
 0.8235294  0.04313726 0.4862745  1.         0.43137255 1.
 0.4509804  0.2901961  0.8156863  1.         1.         0.21960784
 1.         1.         0.34901962 1.         0.         0.4745098
 0.         0.46666667 0.         0.56078434 0.40784314 0.
 0.10980392 0.25490198 0.21960784 0.         1.         0.3137255
 0.9098039  0.         0.5137255  0.50980395 0.         1.
 0.87058824 1.         0.43529412 0.         0.27058825 0.4509804
 0.49411765 0.14509805 0.3372549  0.6039216  0.23921569 0.2901961
 0.9882353  0.85490197 0.12156863 0.34901962 0.28235295 0.42352942
 0.57254905 0.6509804  0.49019608 0.34117648 0.         0.6862745
 0.32941177 0.15294118 0.98039216 1.         0.25882354 0.52156866
 0.7176471  0.         0.24313726 0.07058824 0.42745098 1.
 0.9254902  0.         1.         0.1764706  0.16862746 0.14117648
 0.05882353 0.37254903 0.         0.6117647  0.         1.
 0.70980394 0.3254902  0.9882353  0.7019608  1.         0.7019608
 0.         1.         0.69411767 0.45490196 0.7921569  0.48235294
 0.02352941 0.32941177 0.         0.9490196  0.6862745  0.39215687
 0.654902   0.7294118  0.         0.         0.         0.8745098
 0.28235295 1.         0.76862746 0.972549   0.8235294  0.53333336
 0.3019608  0.15686275 0.1882353  0.7647059  0.7019608  0.
 0.88235295 0.2627451  0.6784314  0.6        1.         0.8627451
 0.         0.         0.4862745  0.64705884 0.24313726 0.8745098
 0.50980395 1.         0.         0.04313726 0.9607843  1.
 0.68235296 0.23137255 0.6509804  0.8509804  0.73333335 1.
 0.31764707 0.32156864 0.         0.58431375 0.         0.4
 0.31764707 0.         0.1882353  0.54509807 0.24705882 0.
 1.         0.07843138 1.         0.30588236 0.7607843  0.59607846
 0.11764706 0.89411765 0.5372549  0.78431374 0.14509805 0.
 0.19215687 0.41960785 0.5372549  0.04313726 0.2901961  0.5411765
 0.33333334 0.35686275 1.         0.87058824 0.         0.21176471
 0.4627451  0.6039216  0.48235294 0.5921569  0.6156863  0.34901962
 0.1882353  1.         0.36862746 0.43137255 0.6745098  0.9372549
 0.34509805 0.72156864 0.81960785 0.         0.5529412  0.
 0.31764707 0.8235294  0.78431374 0.         0.7294118  0.19215687
 0.         0.         0.44313726 0.35686275 0.         0.5568628
 0.         1.         0.37254903 0.4117647  1.         0.79607844
 0.53333336 1.         0.30588236 1.         0.2509804  0.26666668
 0.80784315 0.8039216  0.14509805 0.6745098  0.         0.6313726
 0.79607844 1.         0.7411765  0.83137256 0.21176471 0.
 0.         0.58431375 0.30588236 1.         1.         0.78039217
 1.         0.19607843 0.         0.         0.49803922 0.5137255
 1.         0.5921569  0.4745098  0.20784314 0.8117647  0.23137255
 1.         0.7294118  0.49803922 0.09803922 0.34509805 0.12941177
 0.30588236 1.         0.59607846 1.         0.         0.12941177
 0.53333336 1.         0.8901961  0.12941177 1.         1.
 0.43137255 0.9019608  0.03137255 0.8392157  0.         0.36862746
 0.         0.827451   0.20392157 0.         0.00784314 0.24313726
 0.4        0.         1.         0.4862745  0.6784314  0.24705882
 0.89411765 0.4862745  0.22352941 1.         0.9607843  1.
 0.7647059  0.41960785 0.30588236 0.43137255 0.50980395 0.16862746
 0.2509804  0.5058824  0.40392157 0.36078432 1.         0.87058824
 0.         0.26666668 0.5254902  0.5568628  0.37254903 0.46666667
 0.6627451  0.36078432 0.18039216 1.         0.44705883 0.34901962
 1.         0.7254902  0.27058825 0.7372549  0.63529414 0.
 0.54509807 0.01960784 0.13333334 0.7176471  0.5176471  0.
 1.         0.6431373  0.         0.         0.4117647  0.16862746
 0.         0.49411765 0.         1.         0.50980395 0.07843138
 1.         1.         0.8666667  0.9254902  0.14509805 1.
 0.4627451  0.03529412 0.7176471  0.7254902  0.19215687 0.67058825
 0.         0.6117647  0.73333335 0.7607843  0.47843137 0.45882353
 0.         0.         0.         0.6666667  0.19607843 1.
 0.9529412  1.         1.         0.43137255 0.3019608  0.
 0.28627452 0.7019608  0.8392157  0.3882353  0.47058824 0.27450982
 0.8156863  1.         1.         1.         0.38431373 0.08235294
 0.85490197 0.1254902  0.4627451  1.         0.5764706  1.
 0.18431373 0.19607843 1.         1.         0.5019608  0.01568628
 0.8117647  1.         0.05490196 1.         0.50980395 0.32156864
 0.         0.74509805 0.         0.41568628 0.         0.
 0.62352943 0.36078432 0.32941177 0.         1.         0.16078432
 0.9098039  0.08235294 0.827451   0.56078434 0.         1.
 1.         1.         0.2627451  0.12941177 0.43137255 0.16470589
 0.6        0.33333334 0.5254902  0.45882353 0.34509805 0.6117647
 0.6784314  0.6392157  0.34901962 0.5529412  0.4        0.4
 0.48235294 0.28627452 0.23529412 0.48235294 0.5686275  0.6666667
 0.3882353  0.32941177 0.5529412  0.79607844 0.44705883 0.7490196
 0.49803922 0.3764706  0.7137255  0.6        0.14901961 0.7490196
 0.5294118  0.49803922 0.7411765  0.         0.42745098 0.20392157
 0.18039216 0.17254902 0.5764706  0.8745098  0.8352941  0.8784314
 0.49411765 0.21960784 0.54901963 0.60784316 0.85490197 0.6509804
 0.28627452 0.9764706  0.4509804  0.6509804  0.8352941  0.36078432
 0.42352942 0.38039216 0.07058824 0.13333334 0.8        0.49411765
 0.58431375 0.9411765  0.34901962 0.23921569 0.8666667  0.20784314
 0.50980395 0.7254902  0.49803922 0.90588236 0.5686275  0.5019608
 0.3372549  0.39607844 0.21176471 0.62352943 0.76862746 0.
 0.59607846 0.18039216 0.95686275 0.5137255  0.5411765  0.49803922
 0.4392157  0.05882353 0.654902   0.7764706  0.38431373 0.74509805
 0.30980393 0.38039216 0.68235296 0.08235294 0.88235295 1.
 0.34117648 0.         0.20784314 0.5411765  0.64705884 0.32156864
 1.         0.1254902  0.23921569 0.6039216  0.         0.5137255
 0.6431373  0.         0.31764707 0.60784316 0.44705883 0.14117648
 0.5764706  0.3019608  0.16078432 0.03921569 0.08235294 0.34509805
 1.         0.78431374 0.3254902  0.2509804  0.9490196  0.5803922
 0.6784314  0.10588235 0.49411765 0.37254903 0.7607843  0.34901962
 0.2627451  0.60784316 0.6039216  0.63529414 0.5568628  0.26666668
 0.44313726 0.5882353  0.4392157  0.09803922 0.39215687 1.
 0.7921569  0.76862746 0.         0.69803923 0.36862746 0.85882354
 0.3137255  0.58431375 0.44313726 0.72156864 0.50980395 0.18039216
 0.7176471  0.4627451  0.4392157  0.27450982 0.65882355 0.53333336
 0.5411765  0.56078434 0.8117647  0.7137255  0.42745098 0.62352943
 0.26666668 0.5176471  0.49411765 0.52156866 0.5294118  0.4
 0.62352943 0.2784314  0.47843137 0.30980393 0.5764706  0.23921569
 0.3137255  0.7254902  0.3019608  0.5764706  0.40392157 0.5411765
 0.40784314 0.54509807 0.5803922  0.40392157 0.57254905 0.4745098
 0.3882353  0.5372549  0.45490196 0.57254905 0.4862745  0.4117647
 0.42745098 0.40784314 0.47058824 0.49411765 0.5176471  0.50980395
 0.3529412  0.49411765 0.5372549  0.56078434 0.42352942 0.5058824
 0.44313726 0.4745098  0.44313726 0.4627451  0.42352942 0.45882353
 0.53333336 0.5647059  0.4392157  0.5803922  0.4745098  0.5529412
 0.5411765  0.5254902  0.42745098 0.5764706  0.5058824  0.45490196
 0.5019608  0.5921569  0.49411765 0.5882353  0.4117647  0.42352942
 0.4392157  0.5058824  0.5411765  0.47843137 0.50980395 0.54901963
 0.4509804  0.4745098  0.4        0.49019608 0.44705883 0.45882353
 0.4745098  0.49411765 0.49411765 0.50980395 0.44705883 0.52156866
 0.50980395 0.73333335]",[395]
[0.5411765 0.3019608 0.40784314 Ellipsis 0.9372549 0.7529412 0.5686275],[498 506]
[0.09411765 0.88235295 0.0 Ellipsis 0.0 0.36862746 0.13333334],[  0 429]
[0.54509807 0.4 0.79607844 Ellipsis 0.23529412 0.3529412 0.21176471],[  0 525]
[0.68235296 1.0 0.7490196 Ellipsis 0.0 0.6901961 0.00392157],[161 173]
[0.42745098 0.49019608 0.64705884 Ellipsis 0.84705883 0.7607843 0.41568628],[195 212]
[0.69411767 0.42352942 0.26666668 Ellipsis 0.90588236 0.5921569 0.27058825],[  0 137 450]
[0.6 0.26666668 0.2509804 Ellipsis 0.54901963 0.3764706 0.30980393],[137 159 440]
[0.69411767 0.36078432 0.19215687 Ellipsis 0.11372549 0.63529414 1.0],[ 36 137]
[0.61960787 0.7647059 0.7254902 Ellipsis 0.0 0.2 1.0],[201]
[0.6156863 0.50980395 0.42745098 Ellipsis 0.16470589 0.23529412 0.81960785],[268]
[0.13725491 0.68235296 0.0 Ellipsis 0.0 0.45882353 0.2901961],[427 428]
[0.30588236 0.4 0.72156864 Ellipsis 0.6627451 0.654902 0.09803922],[364 365]
[0.28627452 0.80784315 0.3254902 Ellipsis 0.6431373 0.0 0.39607844],[  0 301 446 510]
[0.52156866 0.72156864 0.42745098 Ellipsis 0.70980394 0.07058824 0.6392157],[195 212]
[0.0 1.0 0.0 Ellipsis 0.0 0.85490197 0.68235296],[135]
[0.6784314 0.10588235 0.49411765 Ellipsis 0.0 0.52156866 0.0],[137 442]
[0.21568628 0.70980394 0.4745098 Ellipsis 0.56078434 0.67058825 1.0],[301 303]
[0.1764706 0.29803923 0.58431375 Ellipsis 0.07450981 0.7607843 0.6431373],[427 431]
[0.7294118 0.32941177 0.39215687 Ellipsis 0.54509807 0.0 0.5372549],[137 138 139 140 511]
[0.0 1.0 0.0 Ellipsis 1.0 0.1254902 0.0],[  0 297]
[0.3019608 0.24313726 0.59607846 Ellipsis 0.94509804 0.0 0.29803923],[427 431]
[0.7019608 0.41960785 0.46666667 Ellipsis 1.0 0.57254905 0.6392157],[137 226 227 229 231 259]
[0.29803923 0.2784314 0.6901961 Ellipsis 0.49019608 1.0 0.0],[ 0 39]
[0.7921569 0.5686275 0.6313726 Ellipsis 0.0 0.0 0.0],[30]
[0.25490198 0.34117648 0.43529412 Ellipsis 0.79607844 0.7764706 0.09803922],[475]
[0.07450981 0.5921569 0.40392157 Ellipsis 0.0 0.4627451 1.0],[135 300 326 343 351]
[0.0 1.0 0.17254902 Ellipsis 0.16470589 0.42352942 0.25490198],[72 73 74 77]
[0.69411767 0.16862746 0.48235294 Ellipsis 0.2 0.13725491 0.64705884],[202]
[0.7372549 0.5019608 0.43137255 Ellipsis 0.53333336 0.28235295 0.0],[137 149]
[0.83137256 0.29803923 0.2627451 Ellipsis 0.3529412 0.23529412 0.36862746],[220]
[0.5803922 0.15294118 0.56078434 Ellipsis 0.5803922 0.52156866 0.57254905],[513]
[0.72156864 0.5176471 0.58431375 Ellipsis 0.3647059 0.56078434 0.0],[137 233 264]
[0.6392157 0.33333334 0.43137255 Ellipsis 1.0 0.0 1.0],[138 161 180 182]
[0.2509804 0.13725491 0.6901961 Ellipsis 0.99215686 0.18431373 0.04705882],[  0 288 449]
[0.16470589 0.38039216 0.49411765 Ellipsis 0.12941177 0.67058825 0.0],[ 98 106 107]
[0.49411765 0.8039216 0.77254903 Ellipsis 0.53333336 0.0 0.22745098],[195 212]
[0.8117647 0.44313726 0.25490198 Ellipsis 0.58431375 1.0 1.0],[ 36 137 217 226 265]
[0.19607843 0.4392157 0.88235295 Ellipsis 0.0 0.67058825 1.0],[288 374]
[0.67058825 0.27450982 0.47058824 Ellipsis 0.0 0.0 1.0],[495]
[0.74509805 0.35686275 0.2784314 Ellipsis 0.9372549 0.18039216 0.6117647],[137 416]
[0.20392157 0.21960784 0.8352941 Ellipsis 0.10196079 1.0 0.31764707],[  0 386 506]
